"Nama","Review",""
"eL dsantos","Kenapa ga bisa di buka di android aku, aku pake vivo v 15 , awalnya bisa tapi sekarang malah ga bisa .. Aplikasinya gimana nc",""
"Xiomi Cell","Jika pengajuan pertama di tolak.maka harus menunggu berapa bulan kemudian untuk pengajuan kembali?",""
"Yudha Pratama","Lambat sekali dalam mengupdate tiket kereta, padahal aplikasi lain sudah tersedia tiket untuk H-30",""
"ina khoirunnisa","Lemot banget.. Padahal data seluler saya sudah aktif.. Tapi tidak tersambung..",""
"Eed Maulana","Saya ingin pesan hotel hari ini tp transfer dgn bank bca dlm perbaikan ?? akhirnya tdak jdi pesan",""
"khoirul ilham","Sempet kecewa... dah pesen hotel dan dah transfer eh nyampe hotel kamar katanya blom kebeli, untung mas receptionisnya baik hati dibantu ngurus ketravelokanya akhirnya beres meski lama....??, cuma sekali semoga jgn pernah lagi ??",""
"fitra rachmadian","sekedar saran utk bisa membuat aplikasi kemitraan utk agen travel dgn sharing fee yg menarik,",""
"Fairuz TV - Ahmad Fairuz Jiwani Fahmi","Kok kalo pake Wifi Gagal Aja Padahal Paket Datanya Masih Ada,Tapi Kalo Data Seluler Yang Ada Dihp Kenapa Bisa Aneh?,Tolong Diperbaiki Lagi!,Terimakasih.",""
"Muchtar J Sibarani","Mengapa saya mau memesan tiket selalu katanya sistem sedang error. Ini gimana ya ?",""
"Yogi Febri","Paylater cuma buat mereka yg punya penghasilan minimal puluhan juta, bukan buat orang pas-pasan",""
"Maulida Shafira","Tahun lalu saya pesen pakai traveloka sekarang mau pesen lagi susah banget kadang tipuan harga kereta yang murah masih ad giliran saya pilih kok gak bisa blgny dah penuh bohong....",""
"Rosmalawati Burhan","Hal terbodoh dari paylater, semua promonya diatas 2jt, tapi dikasih limit 1jt. Terus fungsinya apa mbae?",""
"Wawan Kurniawan","Wah...skrg refund di traveloka cpt y prosesnya...rekomended deh aplikasi nya ini...",""
"Evi Martakusumah Barnas","Sy sering melakukan transaksi dgn Traveloka tapi pointnya tdk pernah masuk, kenapa ya?",""
"Dwi Yan Zen","Hallo traveloka Saya bermaksud menggunakan promo 50% tiket bioskop tapi waktu saya buka aplikaai semua jam tayang kosong. Bagaimana ya?",""
"Farida Natalia Sitanggang","Kenapa makin lama maskapai penerbangan low cost nya berkurang... Jadi susah ke luar negeri jadi mahal Di tambah dong kerjasamanya...",""
"Aisyah Ruliasih","Sialan bgt dah traveloka batalin booking hotel pake pay later udh di cancel malah masih ada tagihan Luamayan lagi tagihan nya sialan bner2 meres custumer bgt kaya gtu ga jdi book malah ttp hrus bayar. Jgn gtu donk traveloka sialann bangsat",""
"Basuki Efendi","Kenapa ya kursi penumpang kereta gak bisa lebih dr 4??? Pdhal mau pesan 6 kursi kok adanya cm 4?? Bingung saya...",""
"Fitria Yuliani Utami","Sudah sering dan tidak pernah kecewa, sekali pake aplikasi lain tapi mngecewakan",""
"Elinda Sulistyorini","Kenapa ya travelokanya gakbisa saya buka padahal lagi urgent :((( mohon bantuannya",""
"Sefyan Revindra","kirain gw doang yg bermasalah. ternyata baca komen sama semua gk bisa buka. padahal malas download yg lain. ini udah nyaman terpaksa cari aplikasi yg lain. hehehe",""
"Didit Agustino","Aplikasi gangguan padahal saya mau cari tiket hari ini!!!!",""
"Sorin 12345","Apa aplikasi sedang gangguan? kok tidak bisa dibuka",""
"Muslihah Aja","Traveloka lg gngguan ya?? Ko ga bsa cek apa2??",""
"shanty novitasari","saya kasi bintang 3 dlu ya,semoga ga error seperti kemarin kemarin.",""
"SHEN SHAFIRA","Ini kenapa aplikasi Traveloka saya gak bisa kebuka dan masuk... Sudah 2 hari mohon dibalas untuk CS.trims",""
"Zaenal Enal","Aplikasi traveloka sy tidak bisa di buka, tolong solusinya karna sy sudah pesan beli tiket disini",""
"Ari Astutiningsih Kuning sisih","nyari info kereta kok semua rute tidak tersedia? Apa yg salah dg apk saya?",""
"cicik Gaming","Sekarang aplikasi saya tidak bisa digunakan, padahal sudah versi terbaru.",""
"ronee leloledung","Ndak bisa top up saldo uangku melalui indomaret... Kapan nih bisa top up melalui indomaret?",""
"Didik eko pramono","Pencarian kota tujuan lemot banget,, super lemot,",""
"Feldi Eka Putra","Saya baru saja update aplikasi traveloka d android saya, tapi kenapa setelah selesai update tidak bisa dibuka aplikasi traveloka nya..?",""
"Yunia Annisa","Pengalaman buruk yang tidak terlupakan.. traveloka.. lebih banyak pilihan tapi lebih tidak pasti.. tidak rekomended",""
"Deni Supriyanto","Sangat bermanfaat untuk yg sering berpergian",""
"Dzurovii Romdhon Pamungkas","Traveloka mantap .nyari tiket gak ribet , dapet diskon banyak lagi . Terimakasih traveloka",""
"Fajar Agusthian31","Bagus traveloka. Cuman sayang. Kenapa pembayarannya ga suport Dana atau link aja. Ribet pake apk uangku",""
"Widi Widi.y","Aplikasi yg cukup membantu saya , di saat saya butuh liburan dan dlam hal pekerjaan saya .thnks traveloka",""
"Ikhsaniah Ika","Harga di Traveloka sudah final. Efisiens .... Overall bagus ..",""
"MITHA PUSPITA","Bagus...tapi sayang banyakan iklannya. Sedikit mengganggu sih soalnya full screen iklannya",""
"nuryadi saputra","Saya sangat puas dengan pelayanan dari traveloka",""
"Ismu Wahyono","Cukup cepat, responsif. Hanya saja utk koreksi permintaan masih sulit di akses.",""
"Yohanis Sengaji","Bisa dia adakan transpor tasi kapal laut atau peli gk ya untuk web traveloka",""
"faisol muntaha","Traveloka memang oke, aku bisa pesan tiket krta smpai antar jemput bandara tampa bayar dulu..",""
"Ismu Bintoro","Mantabs, banyak membantu berbagai keperluan, efektif dan efisien....... .",""
"Bosch Audison","Traveloka Emang yang Terbaik, Walaupun dana refund tiket ngak tau kapan di cairkan,,-- JANGAN SEPERTI LAZADA YANG TERUS MENERUS DENGAN TERENCANA MENIPU UANG YANG BELANJA DI SANA",""
"HENDRA BUDIMAN","untuk saat ini saya merasa puas dengan semua layanan nya baik itu tiket maupun resevasi hotel semua sukses.terimakasih travel loka semoga semakin langgeng dalam pelayanan nya",""
"Sherly Schllzr","sangat puas dengan traveloka",""
"Eti Mama Ah","prosesnya cepat...",""
"sri mulyati","terimakasih paylater terimakasih traveloka ♥️",""
"fahmi fabanyo","sangat mempermudah",""
"Dian Suprianti","Mantap dan bagus",""
"Erdison Muchtar","Cukup memuaskan",""
"Andi Tw","memudahkan",""
"Dwi Maya86","apapun kemanapun jd mudah",""
"Irwan Silaban","Sangat membanru",""
"Muhammad Faizin","Sangat membantu,tambah lagi promo nya",""
"Agus Muhri","Aplikasi oke mudah gampang rekomemded... Tp untuk paylater saya kurang rekomended.. Ditengah pandemi mreka tetep memaksakan untuk membayar... dan pakai denda lagi... padahal sudah keluar peraturan dari presiden untuk menunda pembayaran yg ada kredit untuk online juga... padahal saya sering menggunak...Ulasan LengkapAplikasi oke mudah gampang rekomemded... Tp untuk paylater saya kurang rekomended.. Ditengah pandemi mreka tetep memaksakan untuk membayar... dan pakai denda lagi... padahal sudah keluar peraturan dari presiden untuk menunda pembayaran yg ada kredit untuk online juga... padahal saya sering menggunakan paylater dan tak pernah bayar terlambat.. tp dengan keadaan seperti ini saya kecewa atas tindakan paylater dan tidak akan menggunakannya lagi.",""
"Salim Mahu","Memudahkan",""
"Frisly Sayangbati","Sangat senang pake Traveloka, Proses refund cepat, reschedule mudah. Metode Pembayaran juga bnyak pilihannya. Traveloka sangat membantu bagi saya perantau yg punya pendapatan pas pasan hehehe.",""
"Achmad Mulyono","sangat membantu lebih mudah dan cepat utuk pesan tiket pesawat",""
"Budi Waskito","kenyamanan pembelian ticket pesawat",""
"Masakan Dukka","TOPBGT trimakasi selalu memberikan pelayanan terbaik traveloka",""
"imel saragi","bermanfaat dan sangat membantu",""
"zidiii jayakarta","mudah dan cepat",""
"Camalia Lia","Lebih murah di traveloka di banding calo atau beli tiket langsung..... Mantep deh",""
"Quinchy Ndun","Sangat mudah mendapatkan informasi penerbangan.",""
"Happy Cantika Happy Cantika","Sarana pemesanan tiket yg amanah tepat tanpa ribet",""
"Tono Lim","Aplikasinya bagus dan sangat membantu",""
"Jacobina Walesasi","Lebih gampang simpel dan terpercaya..",""
"Marsalina Hinadonu Purba","Puas dengan aplikasi ini thank you",""
"Supani Tulus","Lebih mudah dan simple dalam pemesanan atau re-skedule perjalanan",""
"ahmad zainal","traveloka pembayaran sangat cepat dan gak pake ribet",""
"Andreass Suqrno","Aplikasi yang sangat berguna.",""
"Soegito Gito","Sangat membatu bangeeettttt",""
"Misran Manangin","sangat cepat proses yah",""
"Rudi Meifrizal","Mantul Mantap Betul Top Banget",""
"Mr SOEKHARDJO","Sangat mudah dan informatif untuk memesan media transportasi pesawat dan kereta api.",""
"Muhammad Ajis","Mudah dan efektif",""
"made oka harsila","saya sangat suka",""
"Aris Tiano","Sangat membantu",""
"Musmulyadi Adhie","Keren klu psn tiket lancar. Mau ngerefan jga bisa.",""
"Rifka Aulia","Aku suka banget aplikasi ini, aku rekomendasi aplikasi paling cocok buat liburan",""
"Jamaludin Amal","Memudahkan,tapi ko minta diperbaharui terus.",""
"fareekha qounaeen","Mempermudah pembelian tiket kereta",""
"Dian Mandasari","Gampang cara menggunakannya & gak ribet",""
"Nurul Ramadhani","Seneng banget pelayanan traveloka, saya refund tiket gak sampek sebulan dana telah masuk rekening 100 persen akibat wabah covid -19, thank you traveloka",""
"deasy astuti","Makasih, bagus aplnya. Ini sangat membantu saya kalo mau pergi dan jalan jalan",""
"Ritsalianto Purnomo","Sangat memudahkan dlm pembayaran pbb dan pajak kendaraan",""
"Fahrul R","sanagat membantu di saat lagi petjalanan jauh",""
"Bonni Yanuar","aplikasi nya keren... love lah",""
"Anggi Ana Ana Bae","Rekomendasi terbaik",""
"Rahma Kurnia","Saya senang berlangganan di traveloka. Uang refund saya di balikin 100% dan proses nya pun nggak lama. Yang katanya ,90 hari kerja tapi ini belum sebulan udah kembali. Nggak sama seperti app sebelah. Recommen bgt deh",""
"Firman Purba","Cepat sajian datanya",""
"Aris Resta","Sy penguna traveloka Sudh 5 tahun",""
"Al Faroo","Mantap kali selama ini gak ada masalah dalam orderan tiket pesawat.namun saya blom juga menemukan potongan harga ...hingga saya yg bisa ambil untung dr bantuan saya .",""
"Ahmad Asril","Pelayanannya lebih bail lg di masa mendatang, trimakasih",""
"ferry harsoyo","lbh cepat .. mudah & efisien .. Terima kasih",""
"Rie jay Jay","Traveloka selalu hadir dalam saat di butuhkan",""
"Arief Purnomo","Bagus dan membantu",""
"Irma Yusnitha","sangat membantu",""
"Dionisius Harianto Nainggolan","Senang dengan traveloka,lavvyouu. Aplikasi yg recomended dahh pokoknya.",""
"sanchez put","Apk yg sangat membantu",""
"Ketut Satriya","Menyenangkan melakukan pembelian tiket di traveloka",""
"pasti jaya","beli tiket ditraveloka sangat mudah dan cepat",""
"tohir kisara","Pesan tiket murah dan akurat",""
"JJ","Traveloka Memang Terbaik!",""
"Lia Saragih","cepat & terpercaya",""
"alfaris faris","Sangant membantu Dan memudahkan pembelian tiket apa saja",""
"Marodjahan Siahaan","Cukup memuaskan.....banyak membantu pada saat kebutuhan mendesak....   ",""
"Abdul Azis","Simple dan menarik menunya",""
"Agusman AGM","sangat memuaskan",""
"Isti Ela","cepat prosesnya",""
"Anggun S","Sngat membntu",""
"Maria Rosario","Mudah dan terpercaya",""
"Syahrul Syahrul","Bagus aplikasinya. mudahan saya dapat diskon khusus",""
"Cris Tanto","Sangat recommended karena feedback respon sangat cepat dan mengerti kebutuhan customer nya pada saat psbb berlaku lockdown semua daerah di Indonesia sehingga tidak bisa mudik atau liburan sehingga perlu pembatalan penginapan utk liburan pada saat refund ke customer service Traveloka langsung di resp...Ulasan LengkapSangat recommended karena feedback respon sangat cepat dan mengerti kebutuhan customer nya pada saat psbb berlaku lockdown semua daerah di Indonesia sehingga tidak bisa mudik atau liburan sehingga perlu pembatalan penginapan utk liburan pada saat refund ke customer service Traveloka langsung di respon dg baik dan proses cepat sehingga tidak membuat kecewa customer nya.semoga Traveloka menjadi no 1",""
"Lidya Borneng","traveloka is the best,,terimakasih traveloka,,,semakin maju jaya dan semakin banyak banyak promo''nya yaa        ",""
"Sigitz Arshavinz","mudah dan cepat booking di traveloka apalagi ada opsi paylater  ",""
"Verie Virnandus","pelayanan sangat baik mudah d jalanin.",""
"Januar86ahm","sangat mudah dan membantu sesuai kebutuhan",""
"GK Putra","sudah bagus, pertahankan.",""
"Firman Budiarto","Sangat Membantu & Murah",""
"Iwan Cristanto","Mudah & Murah",""
"Ariusthy Janah","selalu puas dgn traveloka",""
"Umi Kalsum","Mantaf aplikasi nya",""
"choirul rikza","smoga selalu memberikan layanan terbaik, tempo hari saya juga pernah refund, respon dan prosesnya cepet, terimakasih traveloka",""
"alvian mintarta","Enak pakai traveloka,,, lebih praktiss,,, Updatenya tolong d perbaharui donk,,, ada jadwal terbaru,,, biar gk ketinggalan info,,, 😁😁😁",""
"Miqdad Miqdad","Aplikasi sangat baik dan membantu. Tolong min dari tgl 30nov sampe hari ini (1 des) fitur saved hotel tdk bisa diakses, mohon diadakan perbaikan min.",""
"P Rol","Saya sangat suka pihak asuransinya traveloka, saya kira gk bayar dan tipu2. Ternyata proses klaim asuransinya cepat banget, 600rb mendarat dalam rekening saya. Luar biasaya, traveloka is the best kalai masalah asuransinya.",""
"Janu Arga","Aplikasi ini sangat membantu untuk memesan tiket pesawat dan mengecek harga tiket pesawat kalian harus download Traveloka secepatnya agar liburan kalian menjadi menyenangkan dan mudah",""
"Fahmi Muhammad","Sangat puas dengan traveloka, tidak pernah ada halangan apapun.",""
"Nurkasan Nurkasan","Alhamdulillah terimakasih Traveloka karenah dngn ada nya aplikasi ini sya gk repot2 lgi keluar rumah hanya utk beli tiket.",""
"Pengguna Google","terima kasih kepada traveloka, saya sangat meminta kepada traveloka! tolong memberi tahu kepada pihak BATIK dan SRIWIJAYA! supaya tidak perlu transit dari batam ke medan Maupun sebaliknya karena itu membuat harga tiket mahal! tolong pihak travwloka memneri tahu kepada pihak BATIK dan SRIWIJAYA! seki...Ulasan Lengkapterima kasih kepada traveloka, saya sangat meminta kepada traveloka! tolong memberi tahu kepada pihak BATIK dan SRIWIJAYA! supaya tidak perlu transit dari batam ke medan Maupun sebaliknya karena itu membuat harga tiket mahal! tolong pihak travwloka memneri tahu kepada pihak BATIK dan SRIWIJAYA! sekian terima kasih",""
"arviani NF","traveloka terbaik dalam masalah transportasi dan hotel , memberikan harga yang termurah dan pilihan hotelnya yang menarik. cumaa saja waktu pembayaran yang terlalu cepat.",""
"Youriez Shefgieputra Irawan","sangat membantu dan mempermudah. saran saya untuk pemesanan hotel, di cantumkan peraturan setiap hotel secara lengkap.",""
"Ismail Marzuki Sitompul","Selalu memudahkan kita dalam pemesanan hotel dan tiket dalam keadaan mendesak ataupun hanya sekedar liburan.. Great App",""
"Ratna N Semangat","Dengan adanya aplikasi ini mempermudah saya untuk beli tiket pesawat,trimakasih traveloka.",""
"Pak Selamet","Semoga memuaskan aku pakae aplikasi ini , bisa membantu kami ,min langsung ku kasih bintang 5 dehh",""
"muzayin arif","Mudah,cepat,g pake ribet,terpercaya,,",""
"Nomo Wahyuniko","saya suka dengan traveloka, sangat membatu sekali dalam keadaan darurat nyari tiket gak ribet. pokokny mantul...tingkatkan terus pelayananya agar konsumen selalu puas",""
"Harfiani harfiani","membantu kami dalam bepergian luar kota dan harga sangat ekonomis bisa chek in online sangat membantu",""
"medy Gultom","mantap dan sangat memuaskan semua pelanggan, saya beserta keluarga sangat terbantu sekali dengan adanya pelayanan traveloka bisa langsung akses via internet. sehingga dalam setiap kesibukan dan juga sifatnya mendadak dapat dengan mudah melakukan transaksi baik tiket pesawat, hotel dan lain lain, sem...Ulasan Lengkapmantap dan sangat memuaskan semua pelanggan, saya beserta keluarga sangat terbantu sekali dengan adanya pelayanan traveloka bisa langsung akses via internet. sehingga dalam setiap kesibukan dan juga sifatnya mendadak dapat dengan mudah melakukan transaksi baik tiket pesawat, hotel dan lain lain, semuanya mudah didapatkan informasi. banyak pengalaman yang telah saya rasakan selama ini dimana mudah mengakses segala kebutuhan dalam melakukan setiap kali perjalanan baik domestik maupun internasional",""
"Aidil Putra","traveloka udah menjadi pilihan untuk menyusun liburan saya. kemana saya akan pergi. terima kasih traveloka sudah memberikan pelayanan terbaik buat pelanggan.",""
"Pengguna Google","dari dulu saya langganan di traveloka, hotel villa booking disini lebih murah diantara app lain hanya traveloka setiap hari, bulan adakan promo untuk hotel villa ya terimakasih",""
"Ino Soekarno","aplikasi yg mudah pembelianx, mudah klaim refund, mudah cek in online. pokoknya, mudah kapan saja dan dimana sj.",""
"Ibrahim Amir Pasha","Memudahkan kita dalam membeli tiket baik pesawat,kereta api,hotel dll. Terimakasih banyak buat Traveloka",""
"Fatimah Anggraini Tobing","Traveloka , aplikasi yang mudah dan benar-benar sangat membantu, pelayanan cs juga sangat cepat",""
"ARUNA ZUBAIR","mantap...pilihan utama slama ini dalam pembelian tiket pesawat,kerata api dan lainnya",""
"Hamsyah tini","saya sudah sering pakai Traveloka, mudah digunakan,sangat membantu dan terpercaya",""
"Fandi Fanza","Aplikasi yang bagus dan bermanfaat terutama untuk yang ingin traveling. Terima kasih",""
"sheila dsilva","gampang utk pemesanan kapan dan dimana saja.. harga lumayan murah",""
"Camelia Lia","amat sangat terbantu... tp ditambah promo kreta apinya ya...",""
"suminto","mantap prosesnya mulai sistem transaksi nya, sangat nyaman",""
"Fari Hani","terima kasih kalo bisa payleter nya bisa di pake pinjaman ya",""
"Rini Nihayah Mawardi","makasih traveloka... moga liburan lebaran bersama family jadi seru....",""
"Kiki Yulianti","traveloka sangat membantu sekali....suskes terus buat trveloka...",""
"ANDRIYANI ADRYANTO","mudahnya bertransaksi dan mendptkan penerbangan dg harga kompetitif, good traveloka",""
"josh wor","aplikasi terbaik dan terdepan dalam bidang traveling",""
"Tsan_ Di","sangat membantu sekali untuk cari tiket dan lain nya",""
"Desiah Umaya","lanjutkan. . kalo bisa. . menggunakan briva. .",""
"Mohammad Sugiono","Bagus sangat membantu buat saya yg sering bepergian",""
"Erni Friyanto","aplikasi ter mudah yg saya sering pakai ... tks traveloka",""
"Lusi Handayani","sampai saat ini bagus dan cepat responya semoga tambah baik lg",""
"Dwi Mulyono","Traveloka teman setia di setiap perjalanan.",""
"Yuni Bagau","Pelayanan baik dan cepat, very good.",""
"Slamet Mustofa","sangat membantu pembelian pulsa/kuata.",""
"Acho Prakasi","cari tiketnya gampang tinggal klik...",""
"Roberto Dunggio","Respon cepan dan tidak pernah mengecewakan",""
"tauhid nurazhar","sangat membantu dan memudahkan traveler",""
"MFTZ tv","traveloka sangat membantu. terima kasih",""
"Nur putra","sangat membantu untuk keperluan tiket ",""
"Armon Sikumbang","beli riket mudah, murah dan aman",""
"Yusuf Nandarian","Mantap, mudah penggunaannya.",""
"Khalista Angel","terima kasih sekali sangat membantu",""
"didi Setiawan","proses cepat dan banyak pilihan.",""
"Deny Murphiyanto","Aplikasi yg sangat membantu..",""
"Thohir Lubis","traveloka emang joss....pembelian gak pake ribet",""
"ARLEN ZA","Aplikaksi Lancar dan Tidak Ribet",""
"Novie Dachlan","masih bertahan bagus buat layanan traveloka",""
"Heru Satryo Wibowo","Traveloka teman setia yg siap membantu",""
"Marlina Silooy","respon cepat kalau ada masalah 😊",""
"Niam Andriawan","proses sangat cepat dan mudah",""
"Dee Vinata","Sangat2 MEMBANTU dan BERMANFAAT....          ",""
"KOKO REY","selalu jadi prioritas apl pertama Saia karena pilihan bnyak bnyk meski Saia ngk pernah dapet voucher gratis wkwkwk",""
"Mia Nidu","seneng banget, dimudahkan pesen hotel pake aplikasi traveloka .. terimakasih traveloka",""
"Putri K","memudahkan sy n keluarga saat mau berpergian",""
"Fadhil Aurel","Tiket di Traveloka semoga selalu yg lebih murah",""
"Muhammad Irsyadul Fauzi Fauzi","sangat membantu,dgn hrga yg juga trjangkau",""
"Hendrizal Anwar","sangat mudah pembayaran apapun dengan traveloka",""
"k npjpsm","Top... Cepat... Nyaman... & Aman",""
"Eddyitu Kim","proses booking hotel yg mudah dan cepat   ",""
"Noor Hidayat","sangat membantu & praktis penggunaannya",""
"Yulia Wijaya Sari","pesan mudah dan cepat cuma pakai trveloka",""
"Febri Maulana","mudah dalam transaksi untuk travelling",""
"Rania Kirana","lebih banyak promonya lagi dong... 😄😄",""
"nasaria ransa","sangat terbantu..lancar dan mudah",""
"Rahmat Gunadijaya","Segala keperluan jadi sangat mudah",""
"yasindh 1971","Alhamdulillah, sangat membantu",""
"fadhlan Fadhlin","terimakasih sukses selalu buat traveloka",""
"a bas","sngat membantu sya sudh lama pakek traveloka respon cpt aman mantap lah  ",""
"Mado Mita","mantappp...dpt tiket lebaran...",""
"Freddy Bambang","app yg sangat memberi kemudahan",""
"Mike Alya","sangat memudahkan, thanks",""
"Djunijar","mantab . ndak.perlu ribet2 lagi",""
"Rurita Ningrum","suka pakai aplikasi ini lah woiii",""
"Firman Alamsyah","mudah dan praktis..thx traveloka",""
"Kang Mujo","cara termudah untuk liburan",""
"Eddie Suanto","Mantap dan cepat proses nya",""
"Metro Bhayangkara","memudahkan akomodasi perjalanan",""
"Sidiq Rahmadi","Ok sangat membantu....",""
"iBrahim oVic","Lbh byk lg promonya hehe...",""
"firdaus boyke","dgn travelloka semua jadi mudah",""
"Parakan studio","bersih, nyaman, bagus,",""
"Nino Nino","tingkatkan dan terus maju",""
"Yudia Sajow","Sangat memudahkan...    ",""
"ninik trisnowati","cepat , mantap betul",""
"Dyah Ayu","banyak potongan.banyak cashback.checkin mudah",""
"Jaya Sera","manteb pake aplikasi ini",""
"Rere Bunda","top abizz gak pake lama",""
"banu gutomo","mudah, murah ...terimakssih Traveloka",""
"Ardi Ardian","mksh buat responnya selama ini.jaya trs traveloka",""
"nurulloh uyunk","sangat membantu sekali",""
"Husni Thamrin","cepat, tepat. oke",""
"Putri Aprilia","untung banget punya traveloka makasih traveloka",""
"Isa Thaib","alhamdullilah karena nyaman",""
"Anto SJ","Terpercaya dan mudah",""
"Yogi Afrianto","simple dan gak ribet",""
"Siti Kdn","pelayanannya bagus",""
"Yogi Mulyana","oke sangat membantu skl",""
"suhendi saputra","praktis dan mudah",""
"Arkan Fatin","puas banget simple",""
"yenni irmandriani","cepat dan tuntas",""
"uushusin kasbin","cepat transaksi nya",""
"Habbil yant sh","sangat membantu makasih traveloka",""
"Martin Eko Priyanto","app paling bagus",""
"Edi Paspam","proses cepat Refund Reschedule Cepat n Easy",""
"oneway channel","murah dan mudah",""
"Omen Creaters","pelayanan cepat",""
"Gardhika Rifa","gampang dipahami",""
"erfan efendi","sangat membantu",""
"120H M47","Sangat membantu",""
"Rendy Syahputra","Sangat Membantu",""
"Asriyani Amin","sangat membantu",""
"Amora Alex","sangat membantu",""
"Supri Yadi","tingkatkan mutu",""
"Teguh Priyono","sangat membantu",""
"Barmen Benezer","cepat pemrosesannya",""
"Fradson toni","mantap sekali",""
"Dessy Kusumadewi","menguntungkan",""
"Wardi Surbakti","saya slalu mempercayai traveloka mantap",""
"Rhany Fajar","Manntapp sngat Membantuu tuk cari tiket   ",""
"MURSALIN SEWEDI","Bagus sekali",""
"Kmbrn_ Spx","bagus sekali",""
"Ali Sodik","hemat cepat efisien",""
"Samrin Hadi","sangat Mudah Boking Tiket Di Traveloka",""
"tinah mujin","oke aplikasi ya",""
"RezaPrada","baik sekali",""
"Echa Po","memudahkan",""
"andreas kh","Sangat membentu",""
"arif ichwanus","optimalkan terus",""
"Rachel Angga","proses mudah dan cepat",""
"aliansyah Raas","Sangat memuaskan !!",""
"Hery Sutrisno","mudah, cepat, beres",""
"Nayla Andriani","pelayanannya sangat bagus",""
"Wanti Astuti","Cari tiket KA slalu di traveloka",""
"MSaid Kusuma Rizki","Alhamdulillah sgt membantu",""
"Joeloeis S","pelayanan nya memuaskan",""
"Maing Kemma","sangat sangat membantu",""
"MEMILES OK","Traveloka sangat Bagus...",""
"Lili Hasyim","pelanggan setia travelpka",""
"Adi Wardani","lebih cepat gk ribet",""
"T B S","mudah. dan nyaman",""
"Alan Daeli","Traveloka sangat membantu kami costamer..tq",""
"Ninki Dicky","mudah dan nyaman",""
"John Frengky Udam","sangat memuaskan",""
"Maman maman s","sangat bermanfaat.",""
"Prima Setiawan","sangat membantu",""
"intan imelda tan","sangat membantu",""
"Erfin Perdana","Sangat membantu",""
"Nia Accesories","Sangat membatu",""
"Deetyas Raykha","sayaaaanngggg bgt sama traveloka...    ",""
"ICHWAN DAHLAN","bagus.pertahankan",""
"sandy setiawan","cepat enak terpercaya",""
"Uun Desyardi","mudah dan cepat",""
"Mohamad Aljufri","Baik Sekali",""
"Harnol Oddang","cepat dan mudah",""
"mas aris","mantappp  sukses terus buat traveloka",""
"rahmat hidayat","tiap pulang kmpung atau bepergian selalu pake traveloka,aman dan terpercaya .",""
"Sugiyarsi Susanna","Sparks asyik dan sangat nyaman pemandangan nya bagus ,tamannya rapih,staf2mya ramah2, makanannya ok  ",""
"VERNANDO TARIGAN","Selalu membantu saya . Aplikasi simpel luar biasa",""
"Bebi Agustina","Alhamdulillah sih, gapernah kecewa sama aplikasi ini  ",""
"muhamad prasetio","bagus,saya merekomendasikan buat temen"" yg mau menginap download aplikasi Traveloka",""
"AHMAD HUSIN","Sangat Membantu Dan Proses Secepat Kilat... Sukses Terus Untuk TRAVELOKA",""
"Edi Hidayat","trima kasih atas lanyananya semoga dalam berbisnis tetap sukses",""
"Iqbal Mahendra","pembayaran mudah dan cepat di proses good!",""
"Har To","kami sangat terbantu oleh treveloka",""
"Sri Indah wati","Bagus banget nih bunda        ",""
"edy suns","murah meriah mudah",""
"Nokr Halis","Sangat membantu",""
"agus FIT","sahabat petualang",""
"Bodjah Kulon","Semakin mantapppp",""
"Muhammad Rajab Rajab","Sangat menyenangkan bisa punya aplikasi Traveloka, kemana aja mudah, hotel, transfortasi, makan, rekreasi, tiket pesawat, tiket kereta semuanya ada di Traveloka... Trimks Traveloka",""
"Gazaly Samalam","Traveloka sangat di percaya dlm membantu kami.. smg sukses terus . AMIN",""
"Halil Muhammad","Bintang lima untuk aplikasi treveloka..sangat membantu, thanks ",""
"Rahmad Afdillah","Sangat baik sudah lengkap. Bisa pesan tiket semua transportasi darat ( kereta dan bis) dan udara.",""
"Stg Alpha","Dengan adanya Traveloka. Perjalanan lebih mudah,praktis ga pake ribet. Trma kasih Traveloka. Sukses slaluuuu",""
"indria aji","Sangat membantu untuk yg sering travelling...kalo sy biasanya gunakan traveloka untuk reservasi tiket KA dan Hotel.",""
"Far Doli","Selama saya menggunakan aplikasi,, traveloka Traveling saya, jadi mudah dan nyaman. Baik transpotasi maupun Akomodasi nya.",""
"artanti minarni sri","Alhamdulillaah, walo pernah eror ni app tp trus bs dipake lg... semua lancar... sukses ya traveloka...",""
"A Kamal","pernah mesan tiket pesawat dan hotel dalam negeri dan luar negeri...puas banget",""
"Nia Safitriani","Terimakasih saudaraku telah membantu saya... Google Indonesia Bisnis sambil ibadah bisnis sambil menjaga keseimbangan ekonomie TVRI traveloka.google.co.id",""
"Sulaiman Aiman","Traveloka teman perjalan saya,dimanapun saya berada traveloko ok..",""
"Salistia Dz","sangat mmbNtu untuk setiap perjalan,baik tiket kreta maupun hotel",""
"Endah Muryanti","Sangat baik memudahkan kita utk memesan tiket",""
"Pengguna Google","aplikasi in sangat membantu untuk mencari destinasi wisata.... thank's traveloka....   ",""
"Yudha Friangga","Sangat baik , saran saya buat kedepan nya traveloka bikin promo dong buat bisa booking hotel jadi lebih murah",""
"Satrya Permata Alam","Memudahkan aku untuk pesan travel untuk berpergian ke luar kota",""
